SSID,BSSID,RSSI,CHANNEL,HT,CC,SECURITY,Xcoordinate,Ycoordinate
AISSMARTLogin,00:7e:95:c5:34:c6,-84,100,Y,TH,RSN(802.1x/AES/AES),435.54456327985736,171.01871657754012
@JumboPlusIoT,00:b6:70:5e:a5:ac,-88,100,Y,TH,RSN(PSK/AES/AES),435.54456327985736,171.01871657754012
@JumboPlus5GHz,04:5f:b9:e5:da:2e,-87,64,Y,TH,RSN(802.1x/AES/AES),435.54456327985736,171.01871657754012
eduroam,04:5f:b9:e5:da:2d,-88,64,Y,TH,RSN(802.1x/AES/AES),435.54456327985736,171.01871657754012
@JumboPlusIoT,04:5f:b9:e5:da:2c,-88,64,Y,TH,RSN(PSK/AES/AES),435.54456327985736,171.01871657754012
AISSMARTLogin,04:5f:b9:e5:da:26,-87,64,Y,TH,RSN(802.1x/AES/AES),435.54456327985736,171.01871657754012
@TOT_Wi-Fi,04:5f:b9:e5:da:28,-87,64,Y,TH,NONE,435.54456327985736,171.01871657754012
AISSMARTLogin,00:7e:95:c9:f9:06,-59,64,Y,TH,RSN(802.1x/AES/AES),435.54456327985736,171.01871657754012
.@TrueMoveH,00:7e:95:c9:f9:07,-59,64,Y,TH,RSN(802.1x/AES/AES),435.54456327985736,171.01871657754012
@TOT_Wi-Fi,00:7e:95:c9:f9:08,-59,64,Y,TH,NONE,435.54456327985736,171.01871657754012
@JumboPlusIoT,00:7e:95:c9:f9:0c,-59,64,Y,TH,RSN(PSK/AES/AES),435.54456327985736,171.01871657754012
eduroam,00:7e:95:c9:f9:0d,-59,64,Y,TH,RSN(802.1x/AES/AES),435.54456327985736,171.01871657754012
@JumboPlus5GHz,00:7e:95:c9:f9:0e,-59,64,Y,TH,RSN(802.1x/AES/AES),435.54456327985736,171.01871657754012
CPE-Staff,00:a2:89:03:36:ef,-89,64,Y,TH,NONE,435.54456327985736,171.01871657754012
CPE-WiFi,00:a2:89:03:36:ee,-90,64,Y,TH,NONE,435.54456327985736,171.01871657754012
CPE-Staff,00:3c:10:75:b2:4f,-90,52,Y,TH,NONE,435.54456327985736,171.01871657754012
CPE-WiFi,00:3c:10:75:b2:4e,-89,52,Y,TH,NONE,435.54456327985736,171.01871657754012
AISSMARTLogin,00:7e:95:cb:a8:86,-71,157,Y,TH,RSN(802.1x/AES/AES),435.54456327985736,171.01871657754012
.@TrueMoveH,00:7e:95:cb:a8:87,-71,157,Y,TH,RSN(802.1x/AES/AES),435.54456327985736,171.01871657754012
@TOT_Wi-Fi,00:7e:95:cb:a8:88,-71,157,Y,TH,NONE,435.54456327985736,171.01871657754012
@JumboPlusIoT,00:7e:95:cb:a8:8c,-72,157,Y,TH,RSN(PSK/AES/AES),435.54456327985736,171.01871657754012
eduroam,00:7e:95:cb:a8:8d,-71,157,Y,TH,RSN(802.1x/AES/AES),435.54456327985736,171.01871657754012
@JumboPlus5GHz,00:7e:95:cb:a8:8e,-71,157,Y,TH,RSN(802.1x/AES/AES),435.54456327985736,171.01871657754012
CPE-Staff,70:f3:5a:55:a7:cf,-87,149,Y,TH,NONE,435.54456327985736,171.01871657754012
CPE-WiFi,70:f3:5a:55:a7:ce,-85,149,Y,TH,NONE,435.54456327985736,171.01871657754012
AISSMARTLogin,00:7e:95:c4:fa:66,-64,149,Y,TH,RSN(802.1x/AES/AES),435.54456327985736,171.01871657754012
.@TrueMoveH,00:7e:95:c4:fa:67,-64,149,Y,TH,RSN(802.1x/AES/AES),435.54456327985736,171.01871657754012
@TOT_Wi-Fi,00:7e:95:c4:fa:68,-64,149,Y,TH,NONE,435.54456327985736,171.01871657754012
@JumboPlusIoT,00:7e:95:c4:fa:6c,-64,149,Y,TH,RSN(PSK/AES/AES),435.54456327985736,171.01871657754012
eduroam,00:7e:95:c4:fa:6d,-64,149,Y,TH,RSN(802.1x/AES/AES),435.54456327985736,171.01871657754012
@JumboPlus5GHz,00:7e:95:c4:fa:6e,-64,149,Y,TH,RSN(802.1x/AES/AES),435.54456327985736,171.01871657754012
AISSMARTLogin,00:7e:95:c5:3b:06,-67,44,Y,TH,RSN(802.1x/AES/AES),435.54456327985736,171.01871657754012
.@TrueMoveH,00:7e:95:c5:3b:07,-67,44,Y,TH,RSN(802.1x/AES/AES),435.54456327985736,171.01871657754012
@TOT_Wi-Fi,00:7e:95:c5:3b:08,-67,44,Y,TH,NONE,435.54456327985736,171.01871657754012
@JumboPlusIoT,00:7e:95:c5:3b:0c,-67,44,Y,TH,RSN(PSK/AES/AES),435.54456327985736,171.01871657754012
eduroam,00:7e:95:c5:3b:0d,-67,44,Y,TH,RSN(802.1x/AES/AES),435.54456327985736,171.01871657754012
@JumboPlus5GHz,00:7e:95:c5:3b:0e,-67,44,Y,TH,RSN(802.1x/AES/AES),435.54456327985736,171.01871657754012
@TOT_Wi-Fi,00:b6:70:59:9f:07,-74,1,Y,TH,NONE,435.54456327985736,171.01871657754012
.@AISSUPERWiFi,00:b6:70:59:9f:06,-74,1,Y,TH,NONE,435.54456327985736,171.01871657754012
.@TRUEWIFI,00:b6:70:59:9f:05,-74,1,Y,TH,NONE,435.54456327985736,171.01871657754012
@JumboPlusIoT,00:b6:70:59:9f:03,-74,1,Y,TH,RSN(PSK/AES/AES),435.54456327985736,171.01871657754012
CPE-WiFi,00:a2:89:03:3a:21,-81,1,Y,TH,NONE,435.54456327985736,171.01871657754012
ESP-5EAC73,de:4f:22:5e:ac:73,-72,1,N,TH,NONE,435.54456327985736,171.01871657754012
@JumboPlus,00:b6:70:59:9f:00,-74,1,Y,TH,RSN(802.1x/AES/AES),435.54456327985736,171.01871657754012
CPE-Staff,00:a2:89:03:3a:20,-81,1,Y,TH,NONE,435.54456327985736,171.01871657754012
@TOT_Wi-Fi,00:7e:95:cb:65:47,-75,11,Y,TH,NONE,435.54456327985736,171.01871657754012
@TOT_Wi-Fi,00:7e:95:c5:34:c7,-76,11,Y,TH,NONE,435.54456327985736,171.01871657754012
