SSID,BSSID,RSSI,CHANNEL,HT,CC,SECURITY,Xcoordinate,Ycoordinate
CPE-Staff,00:a2:89:03:36:ef,-81,140,Y,TH,NONE,1695.9311312735967,1258.6326968313267
CPE-WiFi,00:a2:89:03:36:ee,-81,140,Y,TH,NONE,1695.9311312735967,1258.6326968313267
CPE-Staff,00:a2:89:03:3a:2f,-81,116,Y,TH,NONE,1695.9311312735967,1258.6326968313267
CPE-WiFi,00:a2:89:03:3a:2e,-81,116,Y,TH,NONE,1695.9311312735967,1258.6326968313267
@JumboPlus5GHz,00:b6:70:5e:8e:6e,-81,112,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
eduroam,00:b6:70:5e:8e:6d,-80,112,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@JumboPlusIoT,00:b6:70:5e:8e:6c,-80,112,Y,TH,RSN(PSK/AES/AES),1695.9311312735967,1258.6326968313267
@TOT_Wi-Fi,00:b6:70:5e:8e:68,-80,112,Y,TH,NONE,1695.9311312735967,1258.6326968313267
.@TrueMoveH,00:b6:70:5e:8e:67,-80,112,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
AISSMARTLogin,00:b6:70:5e:8e:66,-81,112,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@JumboPlus5GHz,04:5f:b9:e5:ce:4e,-65,"100,+1",Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
eduroam,04:5f:b9:e5:ce:4d,-65,"100,+1",Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@JumboPlusIoT,04:5f:b9:e5:ce:4c,-65,"100,+1",Y,TH,RSN(PSK/AES/AES),1695.9311312735967,1258.6326968313267
@TOT_Wi-Fi,04:5f:b9:e5:ce:48,-64,"100,+1",Y,TH,NONE,1695.9311312735967,1258.6326968313267
.@TrueMoveH,04:5f:b9:e5:ce:47,-64,"100,+1",Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
AISSMARTLogin,04:5f:b9:e5:ce:46,-64,"100,+1",Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@JumboPlus5GHz,00:7e:95:c5:3b:0e,-80,100,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
eduroam,00:7e:95:c5:3b:0d,-80,100,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@JumboPlusIoT,00:7e:95:c5:3b:0c,-79,100,Y,TH,RSN(PSK/AES/AES),1695.9311312735967,1258.6326968313267
@TOT_Wi-Fi,00:7e:95:c5:3b:08,-80,100,Y,TH,NONE,1695.9311312735967,1258.6326968313267
.@TrueMoveH,00:7e:95:c5:3b:07,-79,100,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
AISSMARTLogin,00:7e:95:c5:3b:06,-79,100,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@JumboPlus5GHz,84:f1:47:c3:d5:8e,-84,100,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
eduroam,84:f1:47:c3:d5:8d,-85,100,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@JumboPlusIoT,84:f1:47:c3:d5:8c,-86,100,Y,TH,RSN(PSK/AES/AES),1695.9311312735967,1258.6326968313267
AISSMARTLogin,84:f1:47:c3:d5:86,-86,100,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@JumboPlus5GHz,00:7e:95:c5:17:ce,-82,100,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
eduroam,00:7e:95:c5:17:cd,-82,100,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@JumboPlusIoT,00:7e:95:c5:17:cc,-82,100,Y,TH,RSN(PSK/AES/AES),1695.9311312735967,1258.6326968313267
eduroam,04:5f:b9:e5:da:2d,-65,64,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@JumboPlusIoT,04:5f:b9:e5:da:2c,-65,64,Y,TH,RSN(PSK/AES/AES),1695.9311312735967,1258.6326968313267
@TOT_Wi-Fi,04:5f:b9:e5:da:28,-65,64,Y,TH,NONE,1695.9311312735967,1258.6326968313267
.@TrueMoveH,04:5f:b9:e5:da:27,-65,64,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
AISSMARTLogin,04:5f:b9:e5:da:26,-65,64,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
CPE-Staff,70:f3:5a:55:a7:cf,-91,52,Y,TH,NONE,1695.9311312735967,1258.6326968313267
CPE-WiFi,70:f3:5a:55:a7:ce,-90,52,Y,TH,NONE,1695.9311312735967,1258.6326968313267
521A-dE8AxJGngP1AK4k,9c:ae:d3:43:1a:99,-71,11,Y,--,RSN(PSK/AES/AES),1695.9311312735967,1258.6326968313267
CPE-WiFi,00:a2:89:03:36:e1,-73,6,Y,TH,NONE,1695.9311312735967,1258.6326968313267
CPE-Staff,00:a2:89:03:36:e0,-74,6,Y,TH,NONE,1695.9311312735967,1258.6326968313267
@TOT_Wi-Fi,00:7e:95:cb:a8:87,-57,1,Y,TH,NONE,1695.9311312735967,1258.6326968313267
.@AISSUPERWiFi,00:7e:95:cb:a8:86,-57,1,Y,TH,NONE,1695.9311312735967,1258.6326968313267
.@TRUEWIFI,00:7e:95:cb:a8:85,-57,1,Y,TH,NONE,1695.9311312735967,1258.6326968313267
@JumboPlusIoT,00:7e:95:cb:a8:83,-57,1,Y,TH,RSN(PSK/AES/AES),1695.9311312735967,1258.6326968313267
@JumboPlus,00:7e:95:cb:a8:80,-59,1,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@Free_WIFI_5G,02:a2:3b:5c:64:0f,-79,1,Y,TH,RSN(PSK/AES/AES),1695.9311312735967,1258.6326968313267
ESP-5EAC73,de:4f:22:5e:ac:73,-73,1,N,TH,NONE,1695.9311312735967,1258.6326968313267
AISSMARTLogin,00:b6:70:59:9f:06,-79,40,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
.@TrueMoveH,00:b6:70:59:9f:07,-79,40,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@TOT_Wi-Fi,00:b6:70:59:9f:08,-79,40,Y,TH,NONE,1695.9311312735967,1258.6326968313267
@JumboPlusIoT,00:b6:70:59:9f:0c,-79,40,Y,TH,RSN(PSK/AES/AES),1695.9311312735967,1258.6326968313267
eduroam,00:b6:70:59:9f:0d,-79,40,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@JumboPlus5GHz,00:b6:70:59:9f:0e,-79,40,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
AISSMARTLogin,00:7e:95:cb:a8:86,-49,157,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
.@TrueMoveH,00:7e:95:cb:a8:87,-49,157,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@TOT_Wi-Fi,00:7e:95:cb:a8:88,-49,157,Y,TH,NONE,1695.9311312735967,1258.6326968313267
@JumboPlusIoT,00:7e:95:cb:a8:8c,-49,157,Y,TH,RSN(PSK/AES/AES),1695.9311312735967,1258.6326968313267
eduroam,00:7e:95:cb:a8:8d,-49,157,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@JumboPlus5GHz,00:7e:95:cb:a8:8e,-49,157,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
SSID,BSSID,RSSI,CHANNEL,HT,CC,SECURITY,Xcoordinate,Ycoordinate
.@TRUEWIFI,00:7e:95:cb:a8:85,-57,1,Y,TH,NONE,1695.9311312735967,1258.6326968313267
CPE-Staff,00:a2:89:03:36:e0,-74,6,Y,TH,NONE,1695.9311312735967,1258.6326968313267
CPE-WiFi,00:a2:89:03:36:e1,-73,6,Y,TH,NONE,1695.9311312735967,1258.6326968313267
521A-dE8AxJGngP1AK4k,9c:ae:d3:43:1a:99,-71,11,Y,--,RSN(PSK/AES/AES),1695.9311312735967,1258.6326968313267
CPE-WiFi,70:f3:5a:55:a7:ce,-90,52,Y,TH,NONE,1695.9311312735967,1258.6326968313267
CPE-Staff,70:f3:5a:55:a7:cf,-91,52,Y,TH,NONE,1695.9311312735967,1258.6326968313267
AISSMARTLogin,04:5f:b9:e5:ce:46,-64,"100,+1",Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
.@TrueMoveH,04:5f:b9:e5:ce:47,-64,"100,+1",Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@TOT_Wi-Fi,04:5f:b9:e5:ce:48,-64,"100,+1",Y,TH,NONE,1695.9311312735967,1258.6326968313267
@JumboPlusIoT,04:5f:b9:e5:ce:4c,-65,"100,+1",Y,TH,RSN(PSK/AES/AES),1695.9311312735967,1258.6326968313267
eduroam,04:5f:b9:e5:ce:4d,-65,"100,+1",Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@JumboPlus5GHz,04:5f:b9:e5:ce:4e,-65,"100,+1",Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
CPE-Staff,00:a2:89:03:36:ef,-80,140,Y,TH,NONE,1695.9311312735967,1258.6326968313267
CPE-WiFi,00:a2:89:03:36:ee,-80,140,Y,TH,NONE,1695.9311312735967,1258.6326968313267
CPE-Staff,00:a2:89:03:3a:2f,-76,116,Y,TH,NONE,1695.9311312735967,1258.6326968313267
CPE-WiFi,00:a2:89:03:3a:2e,-76,116,Y,TH,NONE,1695.9311312735967,1258.6326968313267
@JumboPlus5GHz,00:b6:70:5e:8e:6e,-80,112,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
eduroam,00:b6:70:5e:8e:6d,-80,112,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@JumboPlusIoT,00:b6:70:5e:8e:6c,-80,112,Y,TH,RSN(PSK/AES/AES),1695.9311312735967,1258.6326968313267
@TOT_Wi-Fi,00:b6:70:5e:8e:68,-79,112,Y,TH,NONE,1695.9311312735967,1258.6326968313267
.@TrueMoveH,00:b6:70:5e:8e:67,-80,112,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
AISSMARTLogin,00:b6:70:5e:8e:66,-80,112,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@JumboPlus5GHz,00:7e:95:c7:ec:6e,-82,108,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
eduroam,00:7e:95:c7:ec:6d,-81,108,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@JumboPlusIoT,00:7e:95:c7:ec:6c,-82,108,Y,TH,RSN(PSK/AES/AES),1695.9311312735967,1258.6326968313267
@TOT_Wi-Fi,00:7e:95:c7:ec:68,-81,108,Y,TH,NONE,1695.9311312735967,1258.6326968313267
.@TrueMoveH,00:7e:95:c7:ec:67,-82,108,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
AISSMARTLogin,00:7e:95:c7:ec:66,-81,108,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@JumboPlus5GHz,00:7e:95:c5:3b:0e,-77,100,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
eduroam,00:7e:95:c5:3b:0d,-77,100,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@JumboPlusIoT,00:7e:95:c5:3b:0c,-77,100,Y,TH,RSN(PSK/AES/AES),1695.9311312735967,1258.6326968313267
@TOT_Wi-Fi,00:7e:95:c5:3b:08,-76,100,Y,TH,NONE,1695.9311312735967,1258.6326968313267
.@TrueMoveH,00:7e:95:c5:3b:07,-77,100,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
AISSMARTLogin,00:7e:95:c5:3b:06,-77,100,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@JumboPlus5GHz,84:f1:47:c3:d5:8e,-84,100,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
eduroam,84:f1:47:c3:d5:8d,-84,100,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@JumboPlusIoT,84:f1:47:c3:d5:8c,-84,100,Y,TH,RSN(PSK/AES/AES),1695.9311312735967,1258.6326968313267
@TOT_Wi-Fi,84:f1:47:c3:d5:88,-85,100,Y,TH,NONE,1695.9311312735967,1258.6326968313267
.@TrueMoveH,84:f1:47:c3:d5:87,-84,100,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
AISSMARTLogin,84:f1:47:c3:d5:86,-85,100,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@JumboPlus5GHz,00:7e:95:c5:17:ce,-84,100,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@JumboPlus5GHz,04:5f:b9:e5:da:2e,-68,64,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
eduroam,04:5f:b9:e5:da:2d,-68,64,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@JumboPlusIoT,04:5f:b9:e5:da:2c,-68,64,Y,TH,RSN(PSK/AES/AES),1695.9311312735967,1258.6326968313267
@TOT_Wi-Fi,04:5f:b9:e5:da:28,-68,64,Y,TH,NONE,1695.9311312735967,1258.6326968313267
.@TrueMoveH,04:5f:b9:e5:da:27,-68,64,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
AISSMARTLogin,04:5f:b9:e5:da:26,-68,64,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@Free_WIFI_5G,02:a2:3b:5c:64:0f,-75,1,Y,TH,RSN(PSK/AES/AES),1695.9311312735967,1258.6326968313267
@TOT_Wi-Fi,00:7e:95:cb:a8:87,-58,1,Y,TH,NONE,1695.9311312735967,1258.6326968313267
.@AISSUPERWiFi,00:7e:95:cb:a8:86,-57,1,Y,TH,NONE,1695.9311312735967,1258.6326968313267
CPE-WiFi,00:a2:89:03:3a:21,-76,1,Y,TH,NONE,1695.9311312735967,1258.6326968313267
ESP-5EAC73,de:4f:22:5e:ac:73,-69,1,N,TH,NONE,1695.9311312735967,1258.6326968313267
@JumboPlusIoT,00:7e:95:cb:a8:83,-57,1,Y,TH,RSN(PSK/AES/AES),1695.9311312735967,1258.6326968313267
@JumboPlus,00:7e:95:cb:a8:80,-58,1,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
AISSMARTLogin,00:b6:70:59:9f:06,-76,40,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
.@TrueMoveH,00:b6:70:59:9f:07,-77,40,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@TOT_Wi-Fi,00:b6:70:59:9f:08,-77,40,Y,TH,NONE,1695.9311312735967,1258.6326968313267
@JumboPlusIoT,00:b6:70:59:9f:0c,-77,40,Y,TH,RSN(PSK/AES/AES),1695.9311312735967,1258.6326968313267
eduroam,00:b6:70:59:9f:0d,-77,40,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@JumboPlus5GHz,00:b6:70:59:9f:0e,-76,40,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
AISSMARTLogin,00:7e:95:cb:a8:86,-46,157,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
.@TrueMoveH,00:7e:95:cb:a8:87,-46,157,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@TOT_Wi-Fi,00:7e:95:cb:a8:88,-46,157,Y,TH,NONE,1695.9311312735967,1258.6326968313267
@JumboPlusIoT,00:7e:95:cb:a8:8c,-46,157,Y,TH,RSN(PSK/AES/AES),1695.9311312735967,1258.6326968313267
eduroam,00:7e:95:cb:a8:8d,-46,157,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
@JumboPlus5GHz,00:7e:95:cb:a8:8e,-46,157,Y,TH,RSN(802.1x/AES/AES),1695.9311312735967,1258.6326968313267
SSID,BSSID,RSSI,CHANNEL,HT,CC,SECURITY,Xcoordinate,Ycoordinate
CPE-Staff,00:a2:89:03:36:e0,-74,6,Y,TH,NONE,1706.33260194904,1258.6326968313267
CPE-WiFi,00:a2:89:03:36:e1,-73,6,Y,TH,NONE,1706.33260194904,1258.6326968313267
521A-dE8AxJGngP1AK4k,9c:ae:d3:43:1a:99,-71,11,Y,--,RSN(PSK/AES/AES),1706.33260194904,1258.6326968313267
CPE-WiFi,70:f3:5a:55:a7:ce,-90,52,Y,TH,NONE,1706.33260194904,1258.6326968313267
CPE-Staff,70:f3:5a:55:a7:cf,-91,52,Y,TH,NONE,1706.33260194904,1258.6326968313267
@JumboPlus,00:7e:95:cb:a8:80,-58,1,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
CPE-WiFi,00:a2:89:03:3a:21,-76,1,Y,TH,NONE,1706.33260194904,1258.6326968313267
CPE-Staff,00:a2:89:03:36:ef,-80,140,Y,TH,NONE,1706.33260194904,1258.6326968313267
CPE-WiFi,00:a2:89:03:36:ee,-80,140,Y,TH,NONE,1706.33260194904,1258.6326968313267
CPE-Staff,00:a2:89:03:3a:2f,-73,116,Y,TH,NONE,1706.33260194904,1258.6326968313267
CPE-WiFi,00:a2:89:03:3a:2e,-73,116,Y,TH,NONE,1706.33260194904,1258.6326968313267
@JumboPlus5GHz,00:b6:70:5e:8e:6e,-76,112,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
eduroam,00:b6:70:5e:8e:6d,-76,112,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
@JumboPlusIoT,00:b6:70:5e:8e:6c,-76,112,Y,TH,RSN(PSK/AES/AES),1706.33260194904,1258.6326968313267
@TOT_Wi-Fi,00:b6:70:5e:8e:68,-76,112,Y,TH,NONE,1706.33260194904,1258.6326968313267
.@TrueMoveH,00:b6:70:5e:8e:67,-76,112,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
AISSMARTLogin,00:b6:70:5e:8e:66,-76,112,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
@JumboPlus5GHz,00:7e:95:c5:3b:0e,-80,100,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
eduroam,00:7e:95:c5:3b:0d,-79,100,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
@TOT_Wi-Fi,00:7e:95:c5:3b:08,-79,100,Y,TH,NONE,1706.33260194904,1258.6326968313267
.@TrueMoveH,00:7e:95:c5:3b:07,-79,100,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
AISSMARTLogin,00:7e:95:c5:3b:06,-79,100,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
AISSMARTLogin,84:f1:47:c3:d5:86,-77,100,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
AISSMARTLogin,04:5f:b9:e5:ce:46,-62,"100,+1",Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
.@TrueMoveH,84:f1:47:c3:d5:87,-77,100,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
eduroam,84:f1:47:c3:d5:8d,-77,100,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
@JumboPlusIoT,84:f1:47:c3:d5:8c,-77,100,Y,TH,RSN(PSK/AES/AES),1706.33260194904,1258.6326968313267
.@TrueMoveH,04:5f:b9:e5:ce:47,-63,"100,+1",Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
@TOT_Wi-Fi,04:5f:b9:e5:ce:48,-62,"100,+1",Y,TH,NONE,1706.33260194904,1258.6326968313267
@JumboPlusIoT,04:5f:b9:e5:ce:4c,-63,"100,+1",Y,TH,RSN(PSK/AES/AES),1706.33260194904,1258.6326968313267
eduroam,04:5f:b9:e5:ce:4d,-62,"100,+1",Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
@JumboPlusIoT,00:7e:95:c5:3b:0c,-79,100,Y,TH,RSN(PSK/AES/AES),1706.33260194904,1258.6326968313267
@JumboPlus5GHz,04:5f:b9:e5:ce:4e,-63,"100,+1",Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
@JumboPlus5GHz,84:f1:47:c3:d5:8e,-75,100,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
@JumboPlus5GHz,00:7e:95:c5:17:ce,-78,100,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
eduroam,00:7e:95:c5:17:cd,-78,100,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
@JumboPlusIoT,00:7e:95:c5:17:cc,-79,100,Y,TH,RSN(PSK/AES/AES),1706.33260194904,1258.6326968313267
@TOT_Wi-Fi,00:7e:95:c5:17:c8,-77,100,Y,TH,NONE,1706.33260194904,1258.6326968313267
@JumboPlus5GHz,04:5f:b9:e5:da:2e,-64,64,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
eduroam,04:5f:b9:e5:da:2d,-64,64,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
@JumboPlusIoT,04:5f:b9:e5:da:2c,-64,64,Y,TH,RSN(PSK/AES/AES),1706.33260194904,1258.6326968313267
@TOT_Wi-Fi,04:5f:b9:e5:da:28,-62,64,Y,TH,NONE,1706.33260194904,1258.6326968313267
.@TrueMoveH,04:5f:b9:e5:da:27,-63,64,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
AISSMARTLogin,04:5f:b9:e5:da:26,-62,64,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
@Free_WIFI_5G,02:a2:3b:5c:64:0f,-78,1,Y,TH,RSN(PSK/AES/AES),1706.33260194904,1258.6326968313267
@TOT_Wi-Fi,00:7e:95:cb:a8:87,-58,1,Y,TH,NONE,1706.33260194904,1258.6326968313267
.@AISSUPERWiFi,00:7e:95:cb:a8:86,-58,1,Y,TH,NONE,1706.33260194904,1258.6326968313267
.@TRUEWIFI,00:7e:95:cb:a8:85,-58,1,Y,TH,NONE,1706.33260194904,1258.6326968313267
@JumboPlusIoT,00:7e:95:cb:a8:83,-58,1,Y,TH,RSN(PSK/AES/AES),1706.33260194904,1258.6326968313267
ESP-5EAC73,de:4f:22:5e:ac:73,-69,1,N,TH,NONE,1706.33260194904,1258.6326968313267
AISSMARTLogin,00:b6:70:59:9f:06,-73,40,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
.@TrueMoveH,00:b6:70:59:9f:07,-73,40,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
@TOT_Wi-Fi,00:b6:70:59:9f:08,-73,40,Y,TH,NONE,1706.33260194904,1258.6326968313267
@JumboPlusIoT,00:b6:70:59:9f:0c,-73,40,Y,TH,RSN(PSK/AES/AES),1706.33260194904,1258.6326968313267
eduroam,00:b6:70:59:9f:0d,-73,40,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
@JumboPlus5GHz,00:b6:70:59:9f:0e,-73,40,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
AISSMARTLogin,00:7e:95:cb:a8:86,-52,157,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
.@TrueMoveH,00:7e:95:cb:a8:87,-52,157,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
@TOT_Wi-Fi,00:7e:95:cb:a8:88,-52,157,Y,TH,NONE,1706.33260194904,1258.6326968313267
@JumboPlusIoT,00:7e:95:cb:a8:8c,-52,157,Y,TH,RSN(PSK/AES/AES),1706.33260194904,1258.6326968313267
eduroam,00:7e:95:cb:a8:8d,-52,157,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
@JumboPlus5GHz,00:7e:95:cb:a8:8e,-52,157,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1258.6326968313267
SSID,BSSID,RSSI,CHANNEL,HT,CC,SECURITY,Xcoordinate,Ycoordinate
CPE-Staff,00:a2:89:03:36:e0,-74,6,Y,TH,NONE,1706.33260194904,1262.0998537231412
CPE-WiFi,00:a2:89:03:36:e1,-73,6,Y,TH,NONE,1706.33260194904,1262.0998537231412
521A-dE8AxJGngP1AK4k,9c:ae:d3:43:1a:99,-71,11,Y,--,RSN(PSK/AES/AES),1706.33260194904,1262.0998537231412
@JumboPlus,00:7e:95:cb:a8:80,-58,1,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1262.0998537231412
CPE-WiFi,00:a2:89:03:3a:21,-76,1,Y,TH,NONE,1706.33260194904,1262.0998537231412
ESP-5EAC73,de:4f:22:5e:ac:73,-69,1,N,TH,NONE,1706.33260194904,1262.0998537231412
@Free_WIFI_5G,02:a2:3b:5c:64:0f,-78,1,Y,TH,RSN(PSK/AES/AES),1706.33260194904,1262.0998537231412
CPE-Staff,00:a2:89:03:36:ef,-85,140,Y,TH,NONE,1706.33260194904,1262.0998537231412
CPE-WiFi,00:a2:89:03:36:ee,-85,140,Y,TH,NONE,1706.33260194904,1262.0998537231412
CPE-Staff,00:a2:89:03:3a:2f,-80,116,Y,TH,NONE,1706.33260194904,1262.0998537231412
CPE-WiFi,00:a2:89:03:3a:2e,-79,116,Y,TH,NONE,1706.33260194904,1262.0998537231412
@JumboPlus5GHz,00:b6:70:5e:8e:6e,-79,112,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1262.0998537231412
eduroam,00:b6:70:5e:8e:6d,-79,112,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1262.0998537231412
@JumboPlusIoT,00:b6:70:5e:8e:6c,-79,112,Y,TH,RSN(PSK/AES/AES),1706.33260194904,1262.0998537231412
@TOT_Wi-Fi,00:b6:70:5e:8e:68,-79,112,Y,TH,NONE,1706.33260194904,1262.0998537231412
.@TrueMoveH,00:b6:70:5e:8e:67,-79,112,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1262.0998537231412
AISSMARTLogin,00:b6:70:5e:8e:66,-79,112,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1262.0998537231412
.@TrueMoveH,a4:b2:39:51:a2:67,-87,108,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1262.0998537231412
@JumboPlusIoT,00:7e:95:c5:3b:0c,-83,100,Y,TH,RSN(PSK/AES/AES),1706.33260194904,1262.0998537231412
AISSMARTLogin,84:f1:47:c3:d5:86,-80,100,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1262.0998537231412
.@TrueMoveH,84:f1:47:c3:d5:87,-79,100,Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1262.0998537231412
@TOT_Wi-Fi,84:f1:47:c3:d5:88,-81,100,Y,TH,NONE,1706.33260194904,1262.0998537231412
@JumboPlusIoT,84:f1:47:c3:d5:8c,-79,100,Y,TH,RSN(PSK/AES/AES),1706.33260194904,1262.0998537231412
AISSMARTLogin,04:5f:b9:e5:ce:46,-65,"100,+1",Y,TH,RSN(802.1x/AES/AES),1706.33260194904,1262.0998537231412
