-59.75196069033274,-59.75196069033274,-59.75196069033274,-59.75196069033274,-59.75196069033274,-59.75196069033274,-59.768167707170825,-59.74274374653252,-59.7504667827743,-60.125271971881034,-60.54600478768676,-60.95919134058262,-61.005928132909254,-60.91873915820984,-60.7086130047006,-60.197410904919415,-60.01055806692855,-59.97379567836404,-59.743668963231556,-59.36932511323212,-58.92469255858163,-58.694952703777986,-58.80352507971785,-58.7078659621563,-58.541010632722625,-58.33728627240866,-58.344041961245765,-58.591493929808976,-58.721108219380945,-58.817485838162156,-58.879078187856905,-58.95357751450337,-59.42777751632537,-59.70718232665109,-59.849430811869816,-59.84508398745692,-59.761232075336856,-59.7499084049459,-59.88711771925824,-59.837724379723284
-59.75196069033274,-59.75196069033274,-59.75196069033274,-59.75196069033274,-59.75196069033274,-59.75439386500259,-59.89566517452499,-59.92217565419843,-60.25794815370352,-60.6422579870199,-61.10797491797822,-61.22792765170594,-61.17137213873528,-61.03641405134045,-60.62721032452273,-60.272584503367234,-60.22056077425251,-59.793894907805694,-59.319868642693095,-58.84169192140868,-58.74578581214306,-58.83361070228069,-58.68840627215597,-58.35836714815483,-57.924567304399005,-57.40993988078636,-56.97153685906692,-56.879410922279334,-56.985625125830296,-57.05162245685743,-57.33176989144538,-57.647987885403325,-58.09394553887344,-58.60586569813777,-58.94969933478834,-59.4436571513781,-59.53666774790713,-59.53498253660479,-59.74378336790116,-59.863008704396734
-59.75196069033274,-59.75196069033274,-59.75196069033274,-59.75196069033274,-59.75196069033274,-59.94140207032278,-60.02554448852578,-60.356562933374704,-60.68248757097656,-61.036902589573174,-61.5548018297942,-61.75615103462275,-61.811627209495605,-61.66694930582347,-61.3864925409748,-61.33069513696554,-60.97873131758534,-60.56506988903514,-60.16338483006906,-59.913592883533546,-59.63307617532477,-59.042159601358534,-58.34949572435801,-57.79867559095644,-57.21523036361208,-56.62303626177737,-55.96522267476936,-55.245581009690376,-55.13447541646964,-55.08304301401485,-55.198597754162,-55.6206964879465,-56.30378886021296,-57.20536152266615,-57.73998554778771,-58.37029544080616,-59.047761416157925,-59.251859597041495,-59.49375315665679,-59.698836138667644
-59.75196069033274,-59.75196069033274,-59.75196069033274,-59.75196069033274,-59.75413761470859,-60.110283609390166,-60.31124358958883,-60.662673607617194,-61.005056135940876,-61.6815878556525,-62.246237911624206,-62.32028379274864,-62.39286801025824,-62.61818298036886,-62.39696783986405,-62.13751135724834,-61.60509427410436,-61.08701821118236,-61.04850589973638,-61.33280420652947,-61.12809512189982,-60.25491625609421,-58.84973859433222,-57.45281351160632,-56.42441327961362,-55.641480257341165,-54.906516596110784,-54.08027585991586,-53.19593473512613,-52.99989345393095,-53.005007086978786,-53.40098290229503,-54.06204343501461,-55.27846695228572,-56.3340550679454,-57.08123553129604,-57.99418462285265,-58.740680465332446,-59.05918582505102,-59.541464858493626
-59.75196069033274,-59.75196069033274,-59.75241097222205,-59.739833635723286,-59.76974358172481,-60.112654430517296,-60.3915587136284,-60.739786178193256,-61.33593285625943,-62.12102954790301,-62.579167050717984,-62.929663787957054,-63.594887042042274,-63.781658917628164,-63.63349523164235,-63.099988760169005,-62.11982117044798,-61.403366018663974,-61.55212216420718,-62.051988610591074,-61.792121715677936,-60.6779906208677,-59.17160664937594,-57.62258586873251,-56.02288783781799,-54.8153109928966,-53.81465849126628,-52.74950559223998,-51.659307727359334,-50.934129965928236,-50.665570467816686,-51.09924077230514,-51.824823663106955,-52.9898751200939,-54.48361634653131,-55.60957732753263,-56.80894063879784,-57.8555879232916,-58.53427167198174,-59.26110511362794
-59.75196069033274,-59.745028121495196,-59.69867005706993,-59.623388872629775,-59.73061743293267,-59.89529041173715,-60.15865765497459,-60.82123535370886,-61.44938909275079,-62.30830348434546,-62.854768982621756,-63.61402177407149,-64.12042509460572,-64.17115037550569,-64.04138126475942,-63.51028600359726,-62.328435483962956,-60.96093791562974,-61.83644780545912,-63.09838725561304,-62.581995622926534,-60.225946334376864,-58.202532885569774,-57.01021059167419,-55.58552027978023,-54.18094698091314,-53.16405309807356,-51.36112014094051,-49.79824148633107,-48.86988537554625,-48.33172166631013,-48.66778197599007,-49.566732967743334,-50.756255071481235,-52.39985345895268,-53.93380789179474,-55.50817169946024,-56.82757065885385,-57.88114406661601,-58.86428051823588
-59.73312288134103,-59.65708699346854,-59.53327798765956,-59.29376914870896,-59.29842723088736,-59.37598826827508,-60.035798131829225,-60.67963185908641,-61.38484597460128,-62.09249553506565,-62.71436303932421,-63.18683188769491,-63.44318013830474,-63.71805423690397,-64.08566423518509,-64.21266500175477,-63.59127363724845,-61.07253401175594,-63.94582575923215,-64.2478337216601,-64.0267277215609,-59.00617920878679,-56.24510867608878,-56.154605934772796,-54.30547159619342,-53.00908552580049,-53.126068591377575,-49.77118642062146,-47.33176516917413,-46.544609716195815,-46.19318231722231,-46.28106760691924,-47.30296137676585,-48.61875950033943,-50.3905057048256,-52.16625451442952,-54.12351618610129,-55.77988250800409,-57.05558060014289,-58.373249957887886
-59.63602135848214,-59.476038605842334,-59.160675369394596,-58.70036082589245,-58.4883695777732,-58.9799131638658,-59.58735978567474,-60.357814669813315,-60.91261226163601,-61.516330735953986,-61.89388829674645,-62.12808077872243,-62.59137744257566,-63.21625274553959,-63.95350748729724,-65.31230763546162,-66.32826827763712,-65.2456816255642,-64.87968712118187,-60.93950087125159,-58.79281015683178,-56.98096650549776,-53.868908050717714,-55.880361162026986,-53.20678899369108,-50.801794824621524,-52.48166337106989,-46.11960837630768,-44.65809701702734,-44.22940370892367,-44.04822631984053,-43.89998150573721,-44.91745316421232,-46.61433059186271,-48.55544007265458,-50.47218839074577,-52.73846812063089,-54.772335683297634,-56.32446533469057,-57.82303633229596
-59.47171687006227,-59.127804875115714,-58.58361997977436,-57.883414848383524,-57.71117801258422,-58.48677904256742,-59.348342596063254,-60.028939343177136,-60.28540739705708,-60.71180576830242,-60.995424427337234,-61.267419580041945,-61.84107592566755,-62.4841196906755,-63.18059401918658,-64.73775208186973,-66.10599764197036,-61.25650316537791,-61.34283436962761,-59.15855512036163,-57.35429757603189,-56.403954248222995,-55.32954266854276,-54.8393579302807,-52.669062219806484,-49.89575837708252,-47.15070323756263,-43.52145436216137,-43.5633090870394,-43.25980684958498,-41.89274842158704,-41.452051023210004,-42.59655954642878,-44.716562058664366,-46.967279531833995,-49.06389345714263,-51.538210671425745,-53.850347617527035,-55.64127146337758,-57.27027390100355
-59.19810823237262,-58.631181613898164,-57.8079838295673,-56.931448519940275,-57.30237889720934,-58.34721806406378,-59.02195872227773,-59.59779109313707,-59.48925342880956,-59.96479239901159,-60.31377945650354,-60.55480653536916,-61.03607470166084,-61.28081177856614,-61.27211819799384,-61.43271938571934,-61.56535159459894,-61.99353876425385,-58.71672128519358,-58.10594576315655,-58.123141077737515,-57.993832395457886,-57.14666585797473,-55.698677223016986,-53.131062564128065,-49.117328249715044,-48.2554911709884,-46.528618172300554,-44.96190285492689,-43.86810465207191,-40.359419453705115,-39.87257458025654,-40.97438575109018,-43.03018659447295,-45.703940592731044,-47.97635941827217,-50.62926235510937,-53.12163204411624,-55.1022091772966,-56.862550577977714
