SSID,BSSID,RSSI,CHANNEL,HT,CC,SECURITY,Xcoordinate,Ycoordinate
s,u,m
SSID,BSSID,RSSI,CHANNEL,HT,CC,SECURITY,Xcoordinate,Ycoordinate
@JumboPlus,00:7e:95:c5:2f:80,-66,1,Y,TH,RSN(802.1x/AES/AES),954.6176470588234,251.9491978609626
@JumboPlus,00:7e:95:c9:79:00,-45,1,Y,TH,RSN(802.1x/AES/AES),954.6176470588234,251.9491978609626
@TOT_Wi-Fi,00:7e:95:c5:2f:87,-65,1,Y,TH,NONE,954.6176470588234,251.9491978609626
@TOT_Wi-Fi,00:b6:70:59:5d:c7,-66,11,Y,TH,NONE,954.6176470588234,251.9491978609626
.@AISSUPERWiFi,00:b6:70:59:5d:c6,-66,11,Y,TH,NONE,954.6176470588234,251.9491978609626
.@TRUEWIFI,00:b6:70:59:5d:c5,-66,11,Y,TH,NONE,954.6176470588234,251.9491978609626
@JumboPlusIoT,00:b6:70:59:5d:c3,-66,11,Y,TH,RSN(PSK/AES/AES),954.6176470588234,251.9491978609626
@JumboPlus,00:b6:70:59:5d:c0,-66,11,Y,TH,RSN(802.1x/AES/AES),954.6176470588234,251.9491978609626
@TOT_Wi-Fi,00:b6:70:59:95:67,-68,11,Y,TH,NONE,954.6176470588234,251.9491978609626
.@AISSUPERWiFi,00:b6:70:59:95:66,-68,11,Y,TH,NONE,954.6176470588234,251.9491978609626
.@TRUEWIFI,00:b6:70:59:95:65,-69,11,Y,TH,NONE,954.6176470588234,251.9491978609626
@JumboPlusIoT,00:b6:70:59:95:63,-68,11,Y,TH,RSN(PSK/AES/AES),954.6176470588234,251.9491978609626
@TOT_Wi-Fi,00:b6:70:5f:15:07,-66,11,Y,TH,NONE,954.6176470588234,251.9491978609626
.@AISSUPERWiFi,00:b6:70:5f:15:06,-65,11,Y,TH,NONE,954.6176470588234,251.9491978609626
.@TRUEWIFI,00:b6:70:5f:15:05,-65,11,Y,TH,NONE,954.6176470588234,251.9491978609626
@JumboPlusIoT,00:b6:70:5f:15:03,-65,11,Y,TH,RSN(PSK/AES/AES),954.6176470588234,251.9491978609626
@JumboPlus,00:b6:70:5f:15:00,-66,11,Y,TH,RSN(802.1x/AES/AES),954.6176470588234,251.9491978609626
SSID,BSSID,RSSI,CHANNEL,HT,CC,SECURITY,Xcoordinate,Ycoordinate
@JumboPlus5GHz,00:7e:95:cb:91:ae,-84,64,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
Eng_Wi-Fi_Zone,64:d8:14:ef:e1:1e,-61,64,Y,TH,"RSN(PSK/TKIP,AES/TKIP)",972.0864527629233,99.72103386809283
@JumboPlus5GHz,00:7e:95:c9:76:4e,-78,64,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
eduroam,00:7e:95:c9:76:4d,-78,64,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@JumboPlusIoT,00:7e:95:c9:76:4c,-78,64,Y,TH,RSN(PSK/AES/AES),972.0864527629233,99.72103386809283
@TOT_Wi-Fi,00:7e:95:c9:76:48,-78,64,Y,TH,NONE,972.0864527629233,99.72103386809283
.@TrueMoveH,00:7e:95:c9:76:47,-77,64,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
AISSMARTLogin,00:7e:95:c9:76:46,-77,64,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
AISSMARTLogin,00:7e:95:c5:17:e6,-79,60,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
.@TrueMoveH,00:7e:95:c5:17:e7,-80,60,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@TOT_Wi-Fi,00:7e:95:c5:17:e8,-80,60,Y,TH,NONE,972.0864527629233,99.72103386809283
@JumboPlusIoT,00:7e:95:c5:17:ec,-80,60,Y,TH,RSN(PSK/AES/AES),972.0864527629233,99.72103386809283
eduroam,00:7e:95:c5:17:ed,-79,60,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@JumboPlus5GHz,00:7e:95:c5:17:ee,-79,60,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@JumboPlus5GHz,04:5f:b9:e4:2f:8e,-86,60,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
eduroam,04:5f:b9:e4:2f:8d,-86,60,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@JumboPlusIoT,04:5f:b9:e4:2f:8c,-86,60,Y,TH,RSN(PSK/AES/AES),972.0864527629233,99.72103386809283
@TOT_Wi-Fi,04:5f:b9:e4:2f:88,-86,60,Y,TH,NONE,972.0864527629233,99.72103386809283
.@TrueMoveH,04:5f:b9:e4:2f:87,-87,60,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
AISSMARTLogin,04:5f:b9:e4:2f:86,-85,60,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
AISSMARTLogin,00:7e:95:c5:04:a6,-62,52,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
.@TrueMoveH,00:7e:95:c5:04:a7,-62,52,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@TOT_Wi-Fi,00:7e:95:c5:04:a8,-62,52,Y,TH,NONE,972.0864527629233,99.72103386809283
@JumboPlusIoT,00:7e:95:c5:04:ac,-62,52,Y,TH,RSN(PSK/AES/AES),972.0864527629233,99.72103386809283
eduroam,00:7e:95:c5:04:ad,-62,52,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@JumboPlus5GHz,00:7e:95:c5:04:ae,-62,52,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@JumboPlus5GHz,00:b6:70:59:5d:ce,-64,52,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
eduroam,00:b6:70:59:5d:cd,-63,52,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@JumboPlusIoT,00:b6:70:59:5d:cc,-64,52,Y,TH,RSN(PSK/AES/AES),972.0864527629233,99.72103386809283
@TOT_Wi-Fi,00:b6:70:59:5d:c8,-64,52,Y,TH,NONE,972.0864527629233,99.72103386809283
.@TrueMoveH,00:b6:70:59:5d:c7,-63,52,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
AISSMARTLogin,00:b6:70:59:5d:c6,-64,52,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
AISSMARTLogin,00:7e:95:c7:f0:a6,-83,157,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
.@TrueMoveH,00:7e:95:c7:f0:a7,-84,157,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@TOT_Wi-Fi,00:7e:95:c7:f0:a8,-83,157,Y,TH,NONE,972.0864527629233,99.72103386809283
@JumboPlusIoT,00:7e:95:c7:f0:ac,-83,157,Y,TH,RSN(PSK/AES/AES),972.0864527629233,99.72103386809283
eduroam,00:7e:95:c7:f0:ad,-84,157,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@JumboPlus5GHz,00:7e:95:c7:f0:ae,-84,157,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
AISSMARTLogin,00:b6:70:5e:8f:66,-86,149,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@JumboPlus5GHz,00:b6:70:5e:8f:6e,-87,149,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
AISSMARTLogin,00:7e:95:c4:fb:46,-79,149,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@JumboPlusIoT,04:5f:b9:e3:33:ac,-62,149,Y,TH,RSN(PSK/AES/AES),972.0864527629233,99.72103386809283
@TOT_Wi-Fi,00:7e:95:c5:10:28,-65,149,Y,TH,NONE,972.0864527629233,99.72103386809283
AISSMARTLogin,04:5f:b9:e5:1f:a6,-78,149,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
AISSMARTLogin,04:5f:b9:e3:33:a6,-62,149,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
AISSMARTLogin,00:7e:95:cb:62:a6,-78,149,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
.@TrueMoveH,04:5f:b9:e3:33:a7,-62,149,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@TOT_Wi-Fi,04:5f:b9:e3:33:a8,-62,149,Y,TH,NONE,972.0864527629233,99.72103386809283
AISSMARTLogin,00:7e:95:c5:10:26,-65,149,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
.@TrueMoveH,00:7e:95:c5:10:27,-65,149,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
eduroam,04:5f:b9:e3:33:ad,-62,149,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@JumboPlusIoT,00:7e:95:c5:10:2c,-65,149,Y,TH,RSN(PSK/AES/AES),972.0864527629233,99.72103386809283
@JumboPlus5GHz,04:5f:b9:e3:33:ae,-61,149,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
eduroam,00:7e:95:c5:10:2d,-65,149,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@JumboPlus5GHz,00:7e:95:c5:10:2e,-65,149,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
AISSMARTLogin,00:7e:95:c9:d3:26,-80,48,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
AISSMARTLogin,00:7e:95:cb:6f:a6,-82,48,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
.@TrueMoveH,00:7e:95:c9:d3:27,-79,48,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@TOT_Wi-Fi,00:7e:95:c9:d3:28,-79,48,Y,TH,NONE,972.0864527629233,99.72103386809283
@JumboPlusIoT,00:7e:95:c9:d3:2c,-80,48,Y,TH,RSN(PSK/AES/AES),972.0864527629233,99.72103386809283
eduroam,00:7e:95:cb:6f:ad,-81,48,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@JumboPlusIoT,00:7e:95:cb:6f:ac,-82,48,Y,TH,RSN(PSK/AES/AES),972.0864527629233,99.72103386809283
@TOT_Wi-Fi,00:7e:95:cb:6f:a8,-81,48,Y,TH,NONE,972.0864527629233,99.72103386809283
.@TrueMoveH,00:7e:95:cb:6f:a7,-82,48,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
eduroam,00:7e:95:c9:d3:2d,-80,48,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
AISSMARTLogin,00:7e:95:c9:7b:66,-70,48,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
.@TrueMoveH,00:7e:95:c9:7b:67,-70,48,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@TOT_Wi-Fi,00:7e:95:c9:7b:68,-70,48,Y,TH,NONE,972.0864527629233,99.72103386809283
@JumboPlusIoT,00:7e:95:c9:7b:6c,-70,48,Y,TH,RSN(PSK/AES/AES),972.0864527629233,99.72103386809283
eduroam,00:7e:95:c9:7b:6d,-70,48,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@JumboPlus5GHz,00:7e:95:c9:7b:6e,-70,48,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@JumboPlus5GHz,00:7e:95:cb:6f:ae,-82,48,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
AISSMARTLogin,00:7e:95:c9:79:06,-54,44,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
.@TrueMoveH,00:7e:95:c9:79:07,-54,44,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@TOT_Wi-Fi,00:7e:95:c9:79:08,-54,44,Y,TH,NONE,972.0864527629233,99.72103386809283
@JumboPlusIoT,00:7e:95:c9:79:0c,-54,44,Y,TH,RSN(PSK/AES/AES),972.0864527629233,99.72103386809283
eduroam,00:7e:95:c9:79:0d,-54,44,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@JumboPlus5GHz,00:7e:95:c9:79:0e,-54,44,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@TOT_Wi-Fi,00:7e:95:c7:e1:68,-83,40,Y,TH,NONE,972.0864527629233,99.72103386809283
AISSMARTLogin,00:b6:70:59:96:c6,-75,40,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
AISSMARTLogin,00:7e:95:c7:e1:66,-82,40,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@TOT_Wi-Fi,00:b6:70:59:96:c8,-83,40,Y,TH,NONE,972.0864527629233,99.72103386809283
.@TrueMoveH,00:7e:95:c7:e1:67,-82,40,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@JumboPlusIoT,00:b6:70:59:96:cc,-82,40,Y,TH,RSN(PSK/AES/AES),972.0864527629233,99.72103386809283
@JumboPlusIoT,00:7e:95:c7:e1:6c,-82,40,Y,TH,RSN(PSK/AES/AES),972.0864527629233,99.72103386809283
eduroam,00:7e:95:c7:e1:6d,-82,40,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@JumboPlus5GHz,00:7e:95:c7:e1:6e,-82,40,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@JumboPlus5GHz,00:b6:70:59:96:ce,-82,40,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
AISSMARTLogin,04:5f:b9:e5:d9:a6,-80,36,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
.@TrueMoveH,04:5f:b9:e5:d9:a7,-79,36,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@TOT_Wi-Fi,04:5f:b9:e5:d9:a8,-79,36,Y,TH,NONE,972.0864527629233,99.72103386809283
@JumboPlusIoT,04:5f:b9:e5:d9:ac,-79,36,Y,TH,RSN(PSK/AES/AES),972.0864527629233,99.72103386809283
eduroam,04:5f:b9:e5:d9:ad,-79,36,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
AISSMARTLogin,00:b6:70:5f:15:06,-70,36,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
.@TrueMoveH,00:b6:70:5f:15:07,-70,36,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@JumboPlus5GHz,04:5f:b9:e5:d9:ae,-79,36,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@TOT_Wi-Fi,00:b6:70:5f:15:08,-69,36,Y,TH,NONE,972.0864527629233,99.72103386809283
@JumboPlusIoT,00:b6:70:5f:15:0c,-69,36,Y,TH,RSN(PSK/AES/AES),972.0864527629233,99.72103386809283
eduroam,00:b6:70:5f:15:0d,-69,36,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@JumboPlus5GHz,00:b6:70:5f:15:0e,-69,36,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
EZCast-BFA392A7,d2:c0:bf:a3:92:a7,-61,"9,-1",Y,--,RSN(PSK/AES/AES),972.0864527629233,99.72103386809283
@JumboPlus,00:7e:95:cb:77:c0,-68,6,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@TOT_Wi-Fi,00:7e:95:cb:77:c7,-67,6,Y,TH,NONE,972.0864527629233,99.72103386809283
.@AISSUPERWiFi,00:7e:95:cb:77:c6,-68,6,Y,TH,NONE,972.0864527629233,99.72103386809283
@TOT_Wi-Fi,00:7e:95:c5:10:27,-70,6,Y,TH,NONE,972.0864527629233,99.72103386809283
.@TRUEWIFI,00:7e:95:cb:77:c5,-68,6,Y,TH,NONE,972.0864527629233,99.72103386809283
@JumboPlusIoT,00:7e:95:cb:77:c3,-67,6,Y,TH,RSN(PSK/AES/AES),972.0864527629233,99.72103386809283
@TOT_Wi-Fi,00:7e:95:c5:04:a7,-59,6,Y,TH,NONE,972.0864527629233,99.72103386809283
.@AISSUPERWiFi,00:7e:95:c5:04:a6,-58,6,Y,TH,NONE,972.0864527629233,99.72103386809283
.@TRUEWIFI,00:7e:95:c5:04:a5,-58,6,Y,TH,NONE,972.0864527629233,99.72103386809283
@JumboPlusIoT,00:7e:95:c5:04:a3,-58,6,Y,TH,RSN(PSK/AES/AES),972.0864527629233,99.72103386809283
@JumboPlus,00:7e:95:c5:04:a0,-59,6,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
@TOT_Wi-Fi,00:7e:95:cb:91:a7,-66,1,Y,TH,NONE,972.0864527629233,99.72103386809283
.@AISSUPERWiFi,00:7e:95:cb:91:a6,-67,1,Y,TH,NONE,972.0864527629233,99.72103386809283
.@TRUEWIFI,00:7e:95:cb:91:a5,-66,1,Y,TH,NONE,972.0864527629233,99.72103386809283
@TOT_Wi-Fi,00:7e:95:c9:79:07,-58,1,Y,TH,NONE,972.0864527629233,99.72103386809283
.@AISSUPERWiFi,00:7e:95:c9:79:06,-58,1,Y,TH,NONE,972.0864527629233,99.72103386809283
.@TRUEWIFI,00:7e:95:c9:79:05,-58,1,Y,TH,NONE,972.0864527629233,99.72103386809283
@JumboPlusIoT,00:7e:95:cb:91:a3,-66,1,Y,TH,RSN(PSK/AES/AES),972.0864527629233,99.72103386809283
@JumboPlusIoT,00:7e:95:c9:79:03,-58,1,Y,TH,RSN(PSK/AES/AES),972.0864527629233,99.72103386809283
@JumboPlus,00:7e:95:c9:79:00,-58,1,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
Eng_Wi-Fi_Zone,64:d8:14:ef:e1:11,-56,1,Y,TH,"RSN(PSK/TKIP,AES/TKIP)",972.0864527629233,99.72103386809283
MCLab,74:ea:3a:d8:cc:10,-78,11,N,--,RSN(PSK/AES/AES),972.0864527629233,99.72103386809283
@TOT_Wi-Fi,00:b6:70:59:5d:c7,-59,11,Y,TH,NONE,972.0864527629233,99.72103386809283
.@AISSUPERWiFi,00:b6:70:59:5d:c6,-59,11,Y,TH,NONE,972.0864527629233,99.72103386809283
.@TRUEWIFI,00:b6:70:59:5d:c5,-59,11,Y,TH,NONE,972.0864527629233,99.72103386809283
@JumboPlusIoT,00:b6:70:59:5d:c3,-58,11,Y,TH,RSN(PSK/AES/AES),972.0864527629233,99.72103386809283
@JumboPlus,00:b6:70:59:5d:c0,-59,11,Y,TH,RSN(802.1x/AES/AES),972.0864527629233,99.72103386809283
SSID,BSSID,RSSI,CHANNEL,HT,CC,SECURITY,Xcoordinate,Ycoordinate
@JumboPlusIoT,04:5f:b9:e4:2f:8c,-80,60,Y,TH,RSN(PSK/AES/AES),720.036541889483,92.23440285205004
@TOT_Wi-Fi,04:5f:b9:e4:2f:88,-80,60,Y,TH,NONE,720.036541889483,92.23440285205004
.@TrueMoveH,04:5f:b9:e4:2f:87,-80,60,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
AISSMARTLogin,04:5f:b9:e4:2f:86,-80,60,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
AISSMARTLogin,00:b6:70:59:5d:c6,-61,52,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
.@TrueMoveH,00:b6:70:59:5d:c7,-65,52,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
@TOT_Wi-Fi,00:b6:70:59:5d:c8,-62,52,Y,TH,NONE,720.036541889483,92.23440285205004
@JumboPlusIoT,00:b6:70:59:5d:cc,-64,52,Y,TH,RSN(PSK/AES/AES),720.036541889483,92.23440285205004
eduroam,00:b6:70:59:5d:cd,-64,52,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
@JumboPlus5GHz,00:b6:70:59:5d:ce,-64,52,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
@JumboPlus5GHz,00:7e:95:c5:04:ae,-61,52,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
eduroam,00:7e:95:c5:04:ad,-61,52,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
@JumboPlusIoT,00:7e:95:c5:04:ac,-61,52,Y,TH,RSN(PSK/AES/AES),720.036541889483,92.23440285205004
@TOT_Wi-Fi,00:7e:95:c5:04:a8,-61,52,Y,TH,NONE,720.036541889483,92.23440285205004
.@TrueMoveH,00:7e:95:c5:04:a7,-61,52,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
AISSMARTLogin,00:7e:95:c5:04:a6,-61,52,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
@TOT_Wi-Fi,00:7e:95:c5:10:c8,-83,157,Y,TH,NONE,720.036541889483,92.23440285205004
@JumboPlusIoT,00:7e:95:c5:10:cc,-83,157,Y,TH,RSN(PSK/AES/AES),720.036541889483,92.23440285205004
eduroam,00:7e:95:c5:10:cd,-83,157,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
AISSMARTLogin,00:7e:95:c5:10:c6,-84,157,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
AISSMARTLogin,00:7e:95:c7:e8:e6,-79,157,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
.@TrueMoveH,00:7e:95:c7:e8:e7,-79,157,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
@TOT_Wi-Fi,00:7e:95:c7:e8:e8,-79,157,Y,TH,NONE,720.036541889483,92.23440285205004
@JumboPlusIoT,00:7e:95:c7:e8:ec,-79,157,Y,TH,RSN(PSK/AES/AES),720.036541889483,92.23440285205004
eduroam,00:7e:95:c7:e8:ed,-79,157,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
AISSMARTLogin,00:7e:95:c7:f0:a6,-70,157,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
.@TrueMoveH,00:7e:95:c7:f0:a7,-71,157,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
@JumboPlus5GHz,00:7e:95:c7:e8:ee,-79,157,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
@TOT_Wi-Fi,00:7e:95:c7:f0:a8,-70,157,Y,TH,NONE,720.036541889483,92.23440285205004
@JumboPlusIoT,00:7e:95:c7:f0:ac,-71,157,Y,TH,RSN(PSK/AES/AES),720.036541889483,92.23440285205004
eduroam,00:7e:95:c7:f0:ad,-71,157,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
@JumboPlus5GHz,00:7e:95:c7:f0:ae,-70,157,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
@JumboPlusIoT,04:5f:b9:e3:33:ac,-63,149,Y,TH,RSN(PSK/AES/AES),720.036541889483,92.23440285205004
AISSMARTLogin,04:5f:b9:e3:33:a6,-64,149,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
@TOT_Wi-Fi,00:7e:95:c4:fb:48,-84,149,Y,TH,NONE,720.036541889483,92.23440285205004
.@TrueMoveH,04:5f:b9:e5:1f:a7,-73,149,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
@TOT_Wi-Fi,04:5f:b9:e3:33:a8,-64,149,Y,TH,NONE,720.036541889483,92.23440285205004
@TOT_Wi-Fi,04:5f:b9:e5:81:c8,-68,149,Y,TH,NONE,720.036541889483,92.23440285205004
AISSMARTLogin,00:b6:70:59:90:06,-83,149,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
.@TrueMoveH,00:b6:70:59:90:07,-82,149,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
AISSMARTLogin,04:5f:b9:e5:1f:a6,-73,149,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
AISSMARTLogin,00:7e:95:cb:0d:86,-84,149,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
@TOT_Wi-Fi,00:b6:70:59:90:08,-81,149,Y,TH,NONE,720.036541889483,92.23440285205004
@TOT_Wi-Fi,04:5f:b9:e5:1f:a8,-73,149,Y,TH,NONE,720.036541889483,92.23440285205004
.@TrueMoveH,00:7e:95:cb:0d:87,-83,149,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
@JumboPlusIoT,00:b6:70:59:90:0c,-81,149,Y,TH,RSN(PSK/AES/AES),720.036541889483,92.23440285205004
@TOT_Wi-Fi,00:7e:95:cb:0d:88,-84,149,Y,TH,NONE,720.036541889483,92.23440285205004
AISSMARTLogin,00:7e:95:c5:10:26,-68,149,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
eduroam,00:b6:70:59:90:0d,-83,149,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
.@TrueMoveH,00:7e:95:c5:10:27,-68,149,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
eduroam,04:5f:b9:e3:33:ad,-63,149,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
@TOT_Wi-Fi,00:7e:95:c5:10:28,-68,149,Y,TH,NONE,720.036541889483,92.23440285205004
@JumboPlusIoT,00:7e:95:c5:10:2c,-68,149,Y,TH,RSN(PSK/AES/AES),720.036541889483,92.23440285205004
@JumboPlus5GHz,04:5f:b9:e3:33:ae,-64,149,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
@JumboPlus5GHz,04:5f:b9:e5:81:ce,-67,149,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
eduroam,00:7e:95:c5:10:2d,-68,149,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
@JumboPlus5GHz,00:7e:95:c5:10:2e,-68,149,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
AISSMARTLogin,00:7e:95:c9:d3:26,-83,48,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
.@TrueMoveH,00:7e:95:c9:d3:27,-83,48,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
@TOT_Wi-Fi,00:7e:95:c9:d3:28,-83,48,Y,TH,NONE,720.036541889483,92.23440285205004
@JumboPlusIoT,00:7e:95:c9:d3:2c,-83,48,Y,TH,RSN(PSK/AES/AES),720.036541889483,92.23440285205004
eduroam,00:7e:95:c9:d3:2d,-83,48,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
@JumboPlus5GHz,00:7e:95:c9:d3:2e,-83,48,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
AISSMARTLogin,00:7e:95:c9:7b:66,-60,48,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
.@TrueMoveH,00:7e:95:c9:7b:67,-61,48,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
@TOT_Wi-Fi,00:7e:95:c9:7b:68,-60,48,Y,TH,NONE,720.036541889483,92.23440285205004
@JumboPlusIoT,00:7e:95:c9:7b:6c,-60,48,Y,TH,RSN(PSK/AES/AES),720.036541889483,92.23440285205004
eduroam,00:7e:95:c9:7b:6d,-60,48,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
@JumboPlus5GHz,00:7e:95:c9:7b:6e,-61,48,Y,TH,RSN(802.1x/AES/AES),720.036541889483,92.23440285205004
