SSID,BSSID,RSSI,CHANNEL,HT,CC,SECURITY,Xcoordinate,Ycoordinate
eduroam,00:7e:95:cb:64:8d,-85,64,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@JumboPlus5GHz,00:7e:95:cb:64:8e,-84,64,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
Eng_Wi-Fi_Zone,64:d8:14:ef:e1:1e,-61,64,Y,TH,"RSN(PSK/TKIP,AES/TKIP)",58.717468805704016,32.34135472370781
@JumboPlus5GHz,00:7e:95:cb:87:ee,-85,64,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
eduroam,00:7e:95:cb:87:ed,-85,64,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@JumboPlusIoT,00:7e:95:cb:87:ec,-85,64,Y,TH,RSN(PSK/AES/AES),58.717468805704016,32.34135472370781
@TOT_Wi-Fi,00:7e:95:cb:87:e8,-85,64,Y,TH,NONE,58.717468805704016,32.34135472370781
.@TrueMoveH,00:7e:95:cb:87:e7,-85,64,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
AISSMARTLogin,00:7e:95:cb:87:e6,-85,64,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@JumboPlus5GHz,00:7e:95:c5:04:ae,-83,52,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
eduroam,00:7e:95:c5:04:ad,-84,52,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@JumboPlusIoT,00:7e:95:c5:04:ac,-84,52,Y,TH,RSN(PSK/AES/AES),58.717468805704016,32.34135472370781
@TOT_Wi-Fi,00:7e:95:c5:04:a8,-83,52,Y,TH,NONE,58.717468805704016,32.34135472370781
.@TrueMoveH,00:7e:95:c5:04:a7,-83,52,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
AISSMARTLogin,00:7e:95:c5:04:a6,-83,52,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
AISSMARTLogin,00:b6:70:5f:15:06,-67,52,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
.@TrueMoveH,00:b6:70:5f:15:07,-67,52,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@TOT_Wi-Fi,00:b6:70:5f:15:08,-67,52,Y,TH,NONE,58.717468805704016,32.34135472370781
@JumboPlusIoT,00:b6:70:5f:15:0c,-67,52,Y,TH,RSN(PSK/AES/AES),58.717468805704016,32.34135472370781
eduroam,00:b6:70:5f:15:0d,-67,52,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@JumboPlus5GHz,00:b6:70:5f:15:0e,-67,52,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@JumboPlus5GHz,00:b6:70:59:5d:ce,-73,52,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
eduroam,00:b6:70:59:5d:cd,-73,52,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@JumboPlusIoT,00:b6:70:59:5d:cc,-73,52,Y,TH,RSN(PSK/AES/AES),58.717468805704016,32.34135472370781
@TOT_Wi-Fi,00:b6:70:59:5d:c8,-73,52,Y,TH,NONE,58.717468805704016,32.34135472370781
.@TrueMoveH,00:b6:70:59:5d:c7,-74,52,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
AISSMARTLogin,00:b6:70:59:5d:c6,-73,52,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
QuadrupedRobot,d4:5d:64:91:a2:3c,-86,161,Y,US,RSN(PSK/AES/AES),58.717468805704016,32.34135472370781
AISSMARTLogin,00:7e:95:c7:f0:a6,-79,157,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
.@TrueMoveH,00:7e:95:c7:f0:a7,-79,157,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@JumboPlus5GHz,00:7e:95:c7:f0:ae,-79,157,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
eduroam,00:7e:95:c7:f0:ad,-80,157,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@JumboPlusIoT,00:7e:95:c7:f0:ac,-80,157,Y,TH,RSN(PSK/AES/AES),58.717468805704016,32.34135472370781
@TOT_Wi-Fi,00:7e:95:c7:f0:a8,-80,157,Y,TH,NONE,58.717468805704016,32.34135472370781
eduroam,04:5f:b9:e5:1f:ad,-62,149,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@JumboPlusIoT,04:5f:b9:e5:1f:ac,-62,149,Y,TH,RSN(PSK/AES/AES),58.717468805704016,32.34135472370781
AISSMARTLogin,04:5f:b9:e5:1f:a6,-62,149,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
.@TrueMoveH,00:b6:70:59:90:07,-85,149,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@TOT_Wi-Fi,00:b6:70:59:90:08,-85,149,Y,TH,NONE,58.717468805704016,32.34135472370781
@JumboPlusIoT,00:b6:70:59:90:0c,-84,149,Y,TH,RSN(PSK/AES/AES),58.717468805704016,32.34135472370781
eduroam,00:b6:70:59:90:0d,-85,149,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@JumboPlus5GHz,04:5f:b9:e5:1f:ae,-60,149,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
AISSMARTLogin,04:5f:b9:e4:2f:86,-79,149,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@JumboPlus5GHz,00:b6:70:59:90:0e,-85,149,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
AISSMARTLogin,00:b6:70:59:90:06,-84,149,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
.@TrueMoveH,04:5f:b9:e5:1f:a7,-61,149,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@TOT_Wi-Fi,04:5f:b9:e5:1f:a8,-62,149,Y,TH,NONE,58.717468805704016,32.34135472370781
AISSMARTLogin,00:7e:95:c5:10:26,-76,149,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
.@TrueMoveH,00:7e:95:c5:10:27,-76,149,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@TOT_Wi-Fi,00:7e:95:c5:10:28,-76,149,Y,TH,NONE,58.717468805704016,32.34135472370781
@JumboPlus5GHz,04:5f:b9:e4:2f:8e,-78,149,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@JumboPlusIoT,00:7e:95:c5:10:2c,-76,149,Y,TH,RSN(PSK/AES/AES),58.717468805704016,32.34135472370781
eduroam,00:7e:95:c5:10:2d,-76,149,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@JumboPlus5GHz,00:7e:95:c5:10:2e,-77,149,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
AISSMARTLogin,00:7e:95:c9:7b:66,-69,48,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
.@TrueMoveH,00:7e:95:c9:7b:67,-69,48,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@TOT_Wi-Fi,00:7e:95:c9:7b:68,-69,48,Y,TH,NONE,58.717468805704016,32.34135472370781
@JumboPlusIoT,00:7e:95:c9:7b:6c,-69,48,Y,TH,RSN(PSK/AES/AES),58.717468805704016,32.34135472370781
eduroam,00:7e:95:c9:7b:6d,-69,48,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@JumboPlus5GHz,00:7e:95:c9:7b:6e,-69,48,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
AISSMARTLogin,00:7e:95:c9:79:06,-60,44,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
.@TrueMoveH,00:7e:95:c9:79:07,-60,44,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@TOT_Wi-Fi,00:7e:95:c9:79:08,-60,44,Y,TH,NONE,58.717468805704016,32.34135472370781
@JumboPlusIoT,00:7e:95:c9:79:0c,-60,44,Y,TH,RSN(PSK/AES/AES),58.717468805704016,32.34135472370781
eduroam,00:7e:95:c9:79:0d,-60,44,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@JumboPlus5GHz,00:7e:95:c9:79:0e,-60,44,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@TOT_Wi-Fi,00:b6:70:59:96:c8,-85,40,Y,TH,NONE,58.717468805704016,32.34135472370781
@JumboPlusIoT,00:b6:70:59:96:cc,-85,40,Y,TH,RSN(PSK/AES/AES),58.717468805704016,32.34135472370781
AISSMARTLogin,00:b6:70:59:96:c6,-85,40,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
.@TrueMoveH,00:b6:70:59:96:c7,-84,40,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
eduroam,00:b6:70:59:96:cd,-85,40,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@JumboPlus5GHz,00:b6:70:59:96:ce,-85,40,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
AISSMARTLogin,00:7e:95:cb:17:e6,-77,36,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
.@TrueMoveH,00:7e:95:cb:17:e7,-77,36,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@TOT_Wi-Fi,00:7e:95:cb:17:e8,-77,36,Y,TH,NONE,58.717468805704016,32.34135472370781
@JumboPlusIoT,00:7e:95:cb:17:ec,-77,36,Y,TH,RSN(PSK/AES/AES),58.717468805704016,32.34135472370781
eduroam,00:7e:95:cb:17:ed,-77,36,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@JumboPlus5GHz,00:7e:95:cb:17:ee,-77,36,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@TOT_Wi-Fi,00:b6:70:59:95:67,-75,11,Y,TH,NONE,58.717468805704016,32.34135472370781
@TOT_Wi-Fi,00:b6:70:5f:15:07,-62,11,Y,TH,NONE,58.717468805704016,32.34135472370781
@JumboPlusIoT,00:b6:70:59:95:63,-75,11,Y,TH,RSN(PSK/AES/AES),58.717468805704016,32.34135472370781
@JumboPlusIoT,00:b6:70:5f:15:03,-62,11,Y,TH,RSN(PSK/AES/AES),58.717468805704016,32.34135472370781
@JumboPlus,04:5f:b9:e5:1f:a0,-69,11,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@JumboPlus,00:b6:70:5f:15:00,-62,11,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
.@TRUEWIFI,00:7e:95:c9:7b:65,-69,11,Y,TH,NONE,58.717468805704016,32.34135472370781
.@TRUEWIFI,00:b6:70:59:95:65,-75,11,Y,TH,NONE,58.717468805704016,32.34135472370781
.@AISSUPERWiFi,04:5f:b9:e5:1f:a6,-68,11,Y,TH,NONE,58.717468805704016,32.34135472370781
.@TRUEWIFI,04:5f:b9:e5:1f:a5,-68,11,Y,TH,NONE,58.717468805704016,32.34135472370781
@JumboPlus,00:7e:95:c9:7b:60,-69,11,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@TOT_Wi-Fi,00:7e:95:cb:77:c7,-64,6,Y,TH,NONE,58.717468805704016,32.34135472370781
@TOT_Wi-Fi,00:7e:95:c7:ec:67,-73,6,Y,TH,NONE,58.717468805704016,32.34135472370781
.@TRUEWIFI,00:7e:95:c7:ec:65,-74,6,Y,TH,NONE,58.717468805704016,32.34135472370781
@JumboPlusIoT,00:7e:95:c7:ec:63,-73,6,Y,TH,RSN(PSK/AES/AES),58.717468805704016,32.34135472370781
.@AISSUPERWiFi,00:7e:95:cb:77:c6,-64,6,Y,TH,NONE,58.717468805704016,32.34135472370781
.@TRUEWIFI,00:7e:95:cb:77:c5,-66,6,Y,TH,NONE,58.717468805704016,32.34135472370781
@JumboPlusIoT,00:7e:95:cb:77:c3,-64,6,Y,TH,RSN(PSK/AES/AES),58.717468805704016,32.34135472370781
@JumboPlus,00:7e:95:cb:77:c0,-66,6,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
CleanPack-B6C8_ac02ed0c064f,ac:1d:df:64:b6:c8,-79,4,Y,--,NONE,58.717468805704016,32.34135472370781
Eng_Wi-Fi_Zone,64:d8:14:ef:e1:11,-66,1,Y,TH,"RSN(PSK/TKIP,AES/TKIP)",58.717468805704016,32.34135472370781
@JumboPlus,04:5f:b9:e5:81:c0,-74,1,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
@JumboPlus,00:7e:95:c9:79:00,-65,1,Y,TH,RSN(802.1x/AES/AES),58.717468805704016,32.34135472370781
.@TRUEWIFI,00:7e:95:cb:6f:25,-76,1,Y,TH,NONE,58.717468805704016,32.34135472370781
@TOT_Wi-Fi,00:7e:95:c9:79:07,-64,1,Y,TH,NONE,58.717468805704016,32.34135472370781
.@AISSUPERWiFi,00:7e:95:c9:79:06,-64,1,Y,TH,NONE,58.717468805704016,32.34135472370781
.@TRUEWIFI,00:7e:95:c9:79:05,-64,1,Y,TH,NONE,58.717468805704016,32.34135472370781
@JumboPlusIoT,00:7e:95:c9:79:03,-64,1,Y,TH,RSN(PSK/AES/AES),58.717468805704016,32.34135472370781
SSID,BSSID,RSSI,CHANNEL,HT,CC,SECURITY,Xcoordinate,Ycoordinate
AISSMARTLogin,04:5f:b9:e5:d9:a6,-85,64,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
.@TrueMoveH,04:5f:b9:e5:d9:a7,-86,64,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@TOT_Wi-Fi,04:5f:b9:e5:d9:a8,-86,64,Y,TH,NONE,108.62834224598919,189.56060606060612
@JumboPlusIoT,04:5f:b9:e5:d9:ac,-86,64,Y,TH,RSN(PSK/AES/AES),108.62834224598919,189.56060606060612
@JumboPlus5GHz,04:5f:b9:e5:d9:ae,-85,64,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
Eng_Wi-Fi_Zone,64:d8:14:ef:e1:1e,-58,64,Y,TH,"RSN(PSK/TKIP,AES/TKIP)",108.62834224598919,189.56060606060612
@JumboPlus5GHz,00:7e:95:cb:87:ee,-82,64,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
eduroam,00:7e:95:cb:87:ed,-82,64,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@JumboPlusIoT,00:7e:95:cb:87:ec,-82,64,Y,TH,RSN(PSK/AES/AES),108.62834224598919,189.56060606060612
@TOT_Wi-Fi,00:7e:95:cb:87:e8,-82,64,Y,TH,NONE,108.62834224598919,189.56060606060612
.@TrueMoveH,00:7e:95:cb:87:e7,-82,64,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
AISSMARTLogin,00:7e:95:cb:87:e6,-82,64,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@TOT_Wi-Fi,00:7e:95:c5:04:a8,-83,52,Y,TH,NONE,108.62834224598919,189.56060606060612
.@TrueMoveH,00:7e:95:c5:04:a7,-83,52,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
AISSMARTLogin,00:7e:95:c5:04:a6,-83,52,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@JumboPlusIoT,00:7e:95:c5:04:ac,-83,52,Y,TH,RSN(PSK/AES/AES),108.62834224598919,189.56060606060612
AISSMARTLogin,00:b6:70:5f:15:06,-67,52,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
eduroam,00:7e:95:c5:04:ad,-83,52,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
.@TrueMoveH,00:b6:70:5f:15:07,-68,52,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@TOT_Wi-Fi,00:b6:70:5f:15:08,-67,52,Y,TH,NONE,108.62834224598919,189.56060606060612
@JumboPlusIoT,00:b6:70:5f:15:0c,-67,52,Y,TH,RSN(PSK/AES/AES),108.62834224598919,189.56060606060612
eduroam,00:b6:70:5f:15:0d,-67,52,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@JumboPlus5GHz,00:7e:95:c5:04:ae,-83,52,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@JumboPlus5GHz,00:b6:70:5f:15:0e,-67,52,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@JumboPlus5GHz,00:b6:70:59:5d:ce,-81,52,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
eduroam,00:b6:70:59:5d:cd,-81,52,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@JumboPlusIoT,00:b6:70:59:5d:cc,-81,52,Y,TH,RSN(PSK/AES/AES),108.62834224598919,189.56060606060612
@TOT_Wi-Fi,00:b6:70:59:5d:c8,-81,52,Y,TH,NONE,108.62834224598919,189.56060606060612
.@TrueMoveH,00:b6:70:59:5d:c7,-81,52,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
AISSMARTLogin,00:b6:70:59:5d:c6,-81,52,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
AISSMARTLogin,00:7e:95:c7:f0:a6,-82,157,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
.@TrueMoveH,00:7e:95:c7:f0:a7,-82,157,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@TOT_Wi-Fi,00:7e:95:c7:f0:a8,-82,157,Y,TH,NONE,108.62834224598919,189.56060606060612
@JumboPlusIoT,00:7e:95:c7:f0:ac,-82,157,Y,TH,RSN(PSK/AES/AES),108.62834224598919,189.56060606060612
eduroam,00:7e:95:c7:f0:ad,-81,157,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@JumboPlus5GHz,00:7e:95:c7:f0:ae,-82,157,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
AISSMARTLogin,04:5f:b9:e4:2f:86,-73,149,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@TOT_Wi-Fi,00:7e:95:c9:d3:28,-75,149,Y,TH,NONE,108.62834224598919,189.56060606060612
@JumboPlusIoT,04:5f:b9:e4:2f:8c,-73,149,Y,TH,RSN(PSK/AES/AES),108.62834224598919,189.56060606060612
eduroam,04:5f:b9:e4:2f:8d,-72,149,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
AISSMARTLogin,00:7e:95:c5:10:26,-79,149,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
.@TrueMoveH,00:7e:95:c5:10:27,-80,149,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
AISSMARTLogin,04:5f:b9:e5:1f:a6,-58,149,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
AISSMARTLogin,04:5f:b9:e3:33:a6,-83,149,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
AISSMARTLogin,00:7e:95:c9:d3:26,-75,149,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
.@TrueMoveH,04:5f:b9:e5:1f:a7,-58,149,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
.@TrueMoveH,00:7e:95:c9:d3:27,-75,149,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@TOT_Wi-Fi,04:5f:b9:e5:1f:a8,-58,149,Y,TH,NONE,108.62834224598919,189.56060606060612
@JumboPlusIoT,04:5f:b9:e5:1f:ac,-58,149,Y,TH,RSN(PSK/AES/AES),108.62834224598919,189.56060606060612
eduroam,04:5f:b9:e5:1f:ad,-58,149,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@JumboPlusIoT,00:7e:95:c9:d3:2c,-75,149,Y,TH,RSN(PSK/AES/AES),108.62834224598919,189.56060606060612
eduroam,00:7e:95:c9:d3:2d,-75,149,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@JumboPlus5GHz,04:5f:b9:e5:1f:ae,-58,149,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@JumboPlus5GHz,00:7e:95:c5:10:2e,-80,149,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
AISSMARTLogin,00:7e:95:c9:7b:66,-66,48,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
.@TrueMoveH,00:7e:95:c9:7b:67,-66,48,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@TOT_Wi-Fi,00:7e:95:c9:7b:68,-66,48,Y,TH,NONE,108.62834224598919,189.56060606060612
@JumboPlusIoT,00:7e:95:c9:7b:6c,-66,48,Y,TH,RSN(PSK/AES/AES),108.62834224598919,189.56060606060612
eduroam,00:7e:95:c9:7b:6d,-66,48,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@JumboPlus5GHz,00:7e:95:c9:7b:6e,-66,48,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
AISSMARTLogin,00:7e:95:c9:79:06,-57,44,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
.@TrueMoveH,00:7e:95:c9:79:07,-57,44,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@TOT_Wi-Fi,00:7e:95:c9:79:08,-57,44,Y,TH,NONE,108.62834224598919,189.56060606060612
@JumboPlusIoT,00:7e:95:c9:79:0c,-57,44,Y,TH,RSN(PSK/AES/AES),108.62834224598919,189.56060606060612
eduroam,00:7e:95:c9:79:0d,-57,44,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@JumboPlus5GHz,00:7e:95:c9:79:0e,-57,44,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@JumboPlus5GHz,04:5f:b9:e5:dd:6e,-73,40,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
eduroam,04:5f:b9:e5:dd:6d,-73,40,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@JumboPlusIoT,04:5f:b9:e5:dd:6c,-73,40,Y,TH,RSN(PSK/AES/AES),108.62834224598919,189.56060606060612
@TOT_Wi-Fi,04:5f:b9:e5:dd:68,-73,40,Y,TH,NONE,108.62834224598919,189.56060606060612
.@TrueMoveH,04:5f:b9:e5:dd:67,-73,40,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
AISSMARTLogin,04:5f:b9:e5:dd:66,-72,40,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
AISSMARTLogin,00:b6:70:59:96:c6,-77,40,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
.@TrueMoveH,00:b6:70:59:96:c7,-77,40,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@TOT_Wi-Fi,00:b6:70:59:96:c8,-76,40,Y,TH,NONE,108.62834224598919,189.56060606060612
@JumboPlusIoT,00:b6:70:59:96:cc,-76,40,Y,TH,RSN(PSK/AES/AES),108.62834224598919,189.56060606060612
eduroam,00:b6:70:59:96:cd,-76,40,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@JumboPlus5GHz,00:b6:70:59:96:ce,-76,40,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
AISSMARTLogin,00:7e:95:cb:17:e6,-77,36,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
.@TrueMoveH,00:7e:95:cb:17:e7,-77,36,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@TOT_Wi-Fi,00:7e:95:cb:17:e8,-77,36,Y,TH,NONE,108.62834224598919,189.56060606060612
@JumboPlusIoT,00:7e:95:cb:17:ec,-77,36,Y,TH,RSN(PSK/AES/AES),108.62834224598919,189.56060606060612
eduroam,00:7e:95:cb:17:ed,-77,36,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@JumboPlus5GHz,00:7e:95:cb:17:ee,-77,36,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@TOT_Wi-Fi,00:b6:70:5f:15:07,-62,11,Y,TH,NONE,108.62834224598919,189.56060606060612
.@AISSUPERWiFi,00:b6:70:59:95:66,-73,11,Y,TH,NONE,108.62834224598919,189.56060606060612
@JumboPlus,00:b6:70:59:95:60,-72,11,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@TOT_Wi-Fi,00:b6:70:59:95:67,-73,11,Y,TH,NONE,108.62834224598919,189.56060606060612
.@AISSUPERWiFi,00:7e:95:c9:7b:66,-73,11,Y,TH,NONE,108.62834224598919,189.56060606060612
.@AISSUPERWiFi,00:b6:70:5f:15:06,-62,11,Y,TH,NONE,108.62834224598919,189.56060606060612
.@TRUEWIFI,00:b6:70:5f:15:05,-62,11,Y,TH,NONE,108.62834224598919,189.56060606060612
@JumboPlusIoT,00:b6:70:5f:15:03,-62,11,Y,TH,RSN(PSK/AES/AES),108.62834224598919,189.56060606060612
@JumboPlusIoT,04:5f:b9:e5:1f:a3,-69,11,Y,TH,RSN(PSK/AES/AES),108.62834224598919,189.56060606060612
@JumboPlus,00:7e:95:c9:7b:60,-74,11,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@JumboPlus,00:b6:70:5f:15:00,-61,11,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@TOT_Wi-Fi,00:7e:95:c5:10:27,-76,6,Y,TH,NONE,108.62834224598919,189.56060606060612
@JumboPlusIoT,00:7e:95:c5:10:23,-76,6,Y,TH,RSN(PSK/AES/AES),108.62834224598919,189.56060606060612
@JumboPlus,00:7e:95:c9:c5:a0,-81,6,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
@TOT_Wi-Fi,00:b6:70:59:5d:c7,-78,6,Y,TH,NONE,108.62834224598919,189.56060606060612
@TOT_Wi-Fi,00:b6:70:59:96:c7,-74,6,Y,TH,NONE,108.62834224598919,189.56060606060612
.@AISSUPERWiFi,00:b6:70:59:96:c6,-74,6,Y,TH,NONE,108.62834224598919,189.56060606060612
@TOT_Wi-Fi,00:7e:95:cb:77:c7,-62,6,Y,TH,NONE,108.62834224598919,189.56060606060612
.@AISSUPERWiFi,00:7e:95:cb:77:c6,-63,6,Y,TH,NONE,108.62834224598919,189.56060606060612
.@TRUEWIFI,00:7e:95:cb:77:c5,-63,6,Y,TH,NONE,108.62834224598919,189.56060606060612
@JumboPlusIoT,00:7e:95:cb:77:c3,-63,6,Y,TH,RSN(PSK/AES/AES),108.62834224598919,189.56060606060612
@JumboPlus,00:7e:95:cb:77:c0,-63,6,Y,TH,RSN(802.1x/AES/AES),108.62834224598919,189.56060606060612
QuadrupedRobot,d4:5d:64:91:a2:38,-73,5,Y,US,RSN(PSK/AES/AES),108.62834224598919,189.56060606060612
.@AISSUPERWiFi,00:7e:95:cb:6f:26,-77,1,Y,TH,NONE,108.62834224598919,189.56060606060612
